WORDCOUNTS,WEIGHT
the,411
of,248
in,116
a,115
to,103
and,75
on,57
is,54
pilgrimage,48
as,45
which,42
at,41
have,40
it,37
from,33
with,31
peninsula,31
irish,31
be,31
dingle,29
an,29
early,29
was,27
that,27
been,26
but,25
for,24
are,23
its,22
mount,20
may,18
not,18
stone,18
or,17
brandon,17
ireland,17
church,16
where,16
road,16
this,16
would,16
by,15
has,15
two,14
some,14
archaeology,14
one,13
ogham,13
other,13
his,12
near,12
can,12
st,12
pilgrim,12
they,11
monuments,11
romanesque,11
beehive,11
pilgrims,10
these,10
most,10
stones,10
also,10
around,10
being,9
only,9
found,9
there,9
kilmalkedar,9
co,9
old,9
gallarus,9
we,9
cross,9
christian,8
along,8
oratory,8
harbison,8
same,8
must,8
more,8
name,8
had,8
shrine,8
sites,8
place,8
peter,8
huts,8
m,8
about,8
mountain,7
white,7
brendan,7
small,7
important,7
out,7
atlantic,7
end,7
type,7
well,7
having,7
skellig,7
monastic,7
island,7
were,7
summit,7
oratories,7
than,7
because,7
medieval,6
site,6
surviving,6
their,6
associated,6
bullaun,6
many,6
p,6
though,6
period,6
century,6
earlier,6
i,5
provide,5
located,5
cult,5
seen,5
still,5
after,5
university,5
undertaken,5
into,5
before,5
first,5
known,5
us,5
s,5
location,5
view,5
navigatio,5
all,5
down,5
historical,5
further,5
those,5
them,5
side,5
islands,5
r,5
region,5
sea,5
press,5
kerry,5
like,5
so,5
remains,5
crosses,5
miles,5
plate,5
up,5
probably,5
second,4
no,4
who,4
festival,4
western,4
ancient,4
monument,4
t,4
bearing,4
could,4
churches,4
far,4
what,4
michael,4
reliquary,4
local,4
possible,4
both,4
preserved,4
west,4
county,4
example,4
lies,4
royal,4
away,4
such,4
kilcolman,4
least,4
lie,4
ventry,4
area,4
excavation,4
between,4
honour,4
visible,4
little,4
much,4
ninth,4
close,4
teampull,4
seventh,3
go,3
now,3
whose,3
if,3
figure,3
centuries,3
shrines,3
centre,3
harbour,3
our,3
large,3
quartz,3
parts,3
ad,3
construction,3
slate,3
foot,3
yet,3
boulder,3
seems,3
house,3
conclusion,3
w,3
upper,3
saint,3
long,3
arraglen,3
taken,3
over,3
stands,3
marshall,3
each,3
j,3
seem,3
geal,3
time,3
ocean,3
twelfth,3
c,3
extremity,3
illaunloughan,3
existence,3
showing,3
perhaps,3
native,3
lughnasa,3
eastern,3
another,3
proceedings,3
climb,3
made,3
slabs,3
point,3
purpose,3
above,3
top,3
whole,3
during,3
shelter,3
described,3
holy,3
archaeological,3
d,3
regarded,3
started,3
high,3
probable,3
enclosure,3
back,3
temporary,3
third,3
coast,3
structure,3
when,3
evidence,3
built,3
likely,3
f,2
he,2
brendani,2
o,2
plotted,2
without,2
way,2
five,2
main,2
winds,2
prove,2
make,2
start,2
reflection,2
led,2
studies,2
pp,2
see,2
settlement,2
face,2
makes,2
unusual,2
largely,2
modern,2
east,2
considered,2
restricted,2
mainland,2
literary,2
dated,2
berger,2
arcs,2
material,2
weather,2
something,2
generally,2
god,2
source,2
claire,2
al,2
incised,2
conjunction,2
extensive,2
said,2
notre,2
n,2
mound,2
rather,2
few,2
path,2
microcosm,2
providing,2
water,2
nature,2
lead,2
attractive,2
route,2
best,2
ft,2
et,2
metres,2
half,2
great,2
ought,2
britain,2
pagan,2
commemorate,2
able,2
any,2
hundred,2
maps,2
earliest,2
survey,2
roof,2
places,2
person,2
written,2
reasonable,2
likelihood,2
ground,2
focused,2
within,2
perched,2
burial,2
masatiompan,2
recently,2
bord,2
jenny,2
form,2
particular,2
plain,2
saddle,2
encountered,2
sparse,2
vol,2
imagine,2
none,2
macalister,2
almost,2
e,2
popular,2
splendid,2
los,2
inscription,2
sides,2
part,2
x,2
slopes,2
townland,2
sufficiently,2
year,2
virtually,2
describes,2
demonstrates,2
people,2
actually,2
voyage,2
date,2
cathedral,2
throughout,2
come,2
chosen,2
office,2
surrounding,2
front,2
platform,2
locations,2
own,2
historic,2
approach,2
national,2
decorated,2
good,2
hut,2
documentation,2
excavated,2
individual,2
times,2
indicate,2
spread,2
metalwork,2
features,2
seaboard,2
kind,2
off,2
nearest,2
inscribed,2
although,2
erected,2
body,2
houses,2
oxford,2
consisted,2
dedicated,2
through,2
even,2
valley,2
paving,2
focus,2
details,2
among,2
north,2
walsh,2
should,2
attention,2
awaiting,2
thereabouts,1
realistic,1
wide,1
final,1
abbot,1
hermit,1
enable,1
does,1
contain,1
steps,1
macnichaill,1
link,1
underlay,1
roadside,1
interesting,1
rainer,1
reconstructed,1
relationship,1
personage,1
commissioners,1
replacing,1
metal,1
today,1
note,1
archaeo,1
deaths,1
upturned,1
various,1
architecture,1
neither,1
fairly,1
masterpieces,1
journey,1
ndon,1
tt,1
popularity,1
purely,1
meaning,1
holiest,1
veritable,1
italy,1
leading,1
across,1
indeed,1
stood,1
concentrated,1
overall,1
created,1
stages,1
rough,1
santiago,1
monks,1
affected,1
extreme,1
drystone,1
classic,1
counted,1
curative,1
exists,1
pilgrimages,1
barrie,1
notion,1
remote,1
gill,1
abbatis,1
approaches,1
extends,1
strongly,1
afforded,1
considerably,1
pointed,1
examined,1
order,1
appear,1
determining,1
expanded,1
mile,1
connected,1
suggests,1
holders,1
whether,1
similar,1
volume,1
importance,1
b,1
se,1
recognize,1
collapsed,1
spot,1
suppose,1
partially,1
hold,1
thereby,1
religious,1
siting,1
corpus,1
choice,1
pristine,1
distant,1
designed,1
entries,1
guide,1
list,1
greenland,1
expiate,1
library,1
moreover,1
provides,1
insert,1
composed,1
celtic,1
wicklow,1
forgotten,1
types,1
remnants,1
museum,1
peaks,1
quadrant,1
reference,1
reason,1
itself,1
landward,1
seaward,1
read,1
waterman,1
devotion,1
numbers,1
case,1
roads,1
monumental,1
do,1
counterparts,1
seat,1
navigator,1
rises,1
seeing,1
flows,1
hours,1
possibly,1
mists,1
glenfahan,1
boundary,1
river,1
proof,1
traffic,1
enshrined,1
contained,1
occurred,1
included,1
ulster,1
grounds,1
presumably,1
clearly,1
attract,1
latin,1
light,1
complete,1
transactions,1
just,1
lack,1
believed,1
obtainable,1
rectangular,1
ou,1
comes,1
eerie,1
annals,1
climbing,1
decide,1
listed,1
fashion,1
age,1
four,1
crkand,1
graveyard,1
different,1
camifio,1
contains,1
completely,1
corner,1
simply,1
finitely,1
lower,1
round,1
common,1
lying,1
beside,1
sundials,1
neighbouring,1
direction,1
gap,1
beyond,1
traceable,1
shed,1
manuscripts,1
constructed,1
sources,1
caved,1
wrong,1
perforated,1
plates,1
ronan,1
starting,1
preserves,1
pea,1
convincing,1
samns,1
wakeman,1
recur,1
here,1
baptismal,1
clement,1
og,1
founding,1
approximately,1
tu,1
stronger,1
give,1
know,1
suggested,1
concentration,1
others,1
stating,1
death,1
season,1
europe,1
valentia,1
recited,1
shrouded,1
script,1
believe,1
central,1
beefive,1
sm,1
masonry,1
beautiful,1
flat,1
lug,1
tent,1
glendale,1
midden,1
milltown,1
arrived,1
fdilte,1
harbours,1
my,1
memorial,1
prehistoric,1
fact,1
expanding,1
chorca,1
inclined,1
outside,1
comparatively,1
confident,1
reach,1
connection,1
idea,1
consideration,1
mtn,1
ua,1
gravestone,1
inscriptionum,1
wooden,1
unknown,1
areas,1
portable,1
striking,1
appendix,1
together,1
advantage,1
begun,1
called,1
basins,1
ngle,1
undertake,1
abstract,1
timber,1
access,1
developed,1
croagh,1
oidhreacht,1
unmortared,1
terraced,1
origin,1
rich,1
harvest,1
lgi,1
cloghane,1
walked,1
climbed,1
accompanied,1
scallop,1
hermitage,1
cure,1
speculation,1
mecca,1
reveal,1
fallen,1
full,1
state,1
effort,1
dhuibhne,1
while,1
festivities,1
ordered,1
primary,1
associating,1
take,1
wood,1
nevertheless,1
illness,1
renowned,1
illustration,1
hands,1
help,1
past,1
setting,1
dead,1
compostela,1
removal,1
really,1
reasons,1
channel,1
last,1
aerial,1
conclusions,1
took,1
maltese,1
priest,1
sacred,1
new,1
mr,1
shre,1
cell,1
remarkable,1
california,1
covered,1
unlikely,1
due,1
somewhat,1
mediaeval,1
circular,1
bs,1
metalworking,1
confined,1
exhumed,1
folklorist,1
province,1
normandy,1
symbols,1
portmagee,1
reinforce,1
anrd,1
british,1
akin,1
references,1
yielded,1
applied,1
scale,1
publications,1
iceland,1
otherwise,1
safe,1
placed,1
ascribed,1
traversed,1
nw,1
passed,1
glencolmcille,1
mp,1
culminating,1
explain,1
project,1
jenkins,1
christianity,1
inscriptions,1
prayer,1
style,1
public,1
died,1
gives,1
follows,1
number,1
particularly,1
going,1
possibility,1
northerly,1
rourke,1
argued,1
shells,1
right,1
boat,1
landing,1
abruptly,1
macneill,1
underneath,1
glendalough,1
donegal,1
shape,1
custom,1
interpreted,1
interpreting,1
information,1
demonstrated,1
maire,1
don,1
views,1
figurative,1
prior,1
basis,1
entirety,1
compelling,1
greatest,1
conform,1
revealed,1
activity,1
situated,1
exclusively,1
size,1
travel,1
work,1
formerly,1
neatly,1
disease,1
brgkioandon,1
survive,1
cater,1
examples,1
probability,1
foreigners,1
powers,1
marking,1
treacherous,1
discovery,1
explanation,1
pebbles,1
move,1
peregrinatio,1
carries,1
turas,1
maritime,1
obvious,1
son,1
transformed,1
active,1
offering,1
fine,1
laconic,1
multiple,1
eh,1
combination,1
insularum,1
say,1
parents,1
including,1
very,1
beach,1
despite,1
previously,1
indicating,1
sloping,1
stacked,1
joining,1
prevalent,1
bears,1
mortuary,1
related,1
perforation,1
decorate,1
commendable,1
core,1
rdos,1
multiphased,1
lough,1
subject,1
visited,1
varying,1
murdered,1
went,1
significant,1
placename,1
use,1
reask,1
begins,1
older,1
art,1
assumption,1
sancti,1
reliably,1
began,1
partly,1
pillar,1
kerbed,1
destination,1
records,1
dublin,1
isolated,1
da,1
goals,1
human,1
structures,1
coming,1
runs,1
construed,1
actual,1
varied,1
ixd,1
thus,1
advent,1
unwise,1
remarks,1
unreasonable,1
iron,1
documented,1
accessible,1
imilarity,1
corbel,1
afflicted,1
question,1
dutir,1
propagate,1
vista,1
surely,1
mountains,1
compact,1
dating,1
moulds,1
participate,1
shown,1
until,1
survival,1
standing,1
explained,1
upended,1
purgatory,1
smallest,1
cornwall,1
years,1
iveragh,1
development,1
strengthened,1
universally,1
clear,1
concave,1
three,1
interior,1
lourdes,1
descriptions,1
ailments,1
purposely,1
dundalgan,1
precise,1
de,1
g,1
intact,1
sealed,1
millennium,1
stretches,1
faces,1
dozen,1
august,1
chad,1
crime,1
gravel,1
sense,1
land,1
excavations,1
roa,1
dame,1
gradual,1
field,1
below,1
physical,1
function,1
relics,1
complex,1
ascended,1
smaller,1
suggest,1
colman,1
assured,1
curve,1
ge,1
earthen,1
piece,1
contrast,1
forming,1
hostels,1
bullauns,1
turn,1
preservation,1
quite,1
hole,1
came,1
clay,1
thomas,1
venerable,1
association,1
involved,1
latter,1
alive,1
life,1
team,1
clonmacnois,1
heneas,1
bay,1
doubtless,1
cists,1
concerning,1
