WORDCOUNTS,WEIGHT
the,685
of,555
and,315
in,253
a,175
to,141
as,117
that,89
de,87
is,72
on,68
for,62
this,62
amazonia,54
archaeological,53
from,53
amazonian,43
pp,41
archaeology,40
an,40
la,40
university,38
by,38
be,38
research,36
are,35
c,35
with,33
american,31
amazon,31
these,31
human,30
it,29
has,29
l,29
or,27
also,27
p,26
historical,25
cultural,24
e,23
new,23
y,22
south,22
anthropology,21
w,21
region,21
was,20
but,20
been,20
have,20
evidence,20
n,19
m,19
whitehead,19
not,19
recent,19
no,18
b,18
r,18
data,18
more,17
at,16
complex,16
en,16
et,16
ceramic,16
do,16
use,16
j,15
arqueología,15
well,15
indigenous,15
el,15
environmental,14
roosevelt,14
their,14
work,14
del,14
prehistory,13
prehistoric,13
its,13
tropical,13
anthropological,13
both,13
maize,12
along,12
such,12
g,12
occupation,12
native,12
ecological,12
revista,12
d,12
they,11
s,11
i,11
soils,11
journal,11
site,11
result,11
sociocultural,11
which,11
environment,11
between,11
arizona,11
bp,10
nuevas,10
there,10
colombia,10
development,10
past,10
since,10
prehistoria,10
emergence,10
lower,10
williams,10
discussion,10
los,10
forest,10
agricultural,10
indians,10
world,10
sudamérica,9
review,9
coastal,9
study,9
river,9
had,9
discusses,9
techniques,9
were,9
complexity,9
over,9
very,9
cambridge,9
groups,8
nature,8
last,8
issue,8
america,8
future,8
literature,8
regions,8
americana,8
interpretation,8
thought,8
forms,8
rio,8
so,8
provide,8
orinoco,8
da,8
adaptation,8
while,8
debate,8
early,8
much,8
should,8
investigaciones,7
h,7
studies,7
history,7
production,7
other,7
bogotá,7
above,7
terra,7
tucson,7
than,7
general,7
arqueológicas,7
may,7
population,7
latin,7
ecuador,7
origins,7
pleistocene,7
management,7
distribution,7
handbook,7
record,7
because,7
society,7
about,7
lowland,7
ethnographic,7
al,7
discussed,7
present,7
where,7
significant,7
caribbean,7
colombian,7
peoples,7
particularly,7
cultivation,7
although,7
o,6
one,6
into,6
guyana,6
being,6
t,6
those,6
some,6
framework,6
given,6
york,6
most,6
important,6
prêta,6
directly,6
horticulture,6
least,6
ancient,6
culture,6
two,6
social,6
museu,6
landscape,6
brasil,6
mortuary,6
would,6
can,6
petroglyphs,6
para,6
guayana,6
any,6
mentioned,6
banco,6
here,6
brazil,6
investigation,6
formation,6
if,5
does,5
center,5
contexts,5
definition,5
case,5
existence,5
processes,5
genetic,5
warfare,5
usage,5
kind,5
schmitz,5
van,5
entre,5
reviewed,5
too,5
lithic,5
societies,5
basin,5
lathrap,5
issues,5
settlement,5
around,5
wider,5
presence,5
emilio,5
expansion,5
still,5
paraense,5
only,5
occupations,5
instituto,5
v,5
fieldwork,5
reflected,5
ecology,5
ethnology,5
significance,5
craft,5
we,5
perspectives,5
science,5
andean,5
antiquity,5
then,5
cultures,5
through,5
colonial,5
llanos,5
models,5
states,5
remains,5
among,5
iowa,4
linguistic,4
mouth,4
kinds,4
western,4
ethnoarchaeological,4
migration,4
repertoire,4
implications,4
taken,4
seems,4
atlantic,4
chiefdoms,4
political,4
context,4
geophysical,4
horticultural,4
diversity,4
hierarchy,4
interest,4
traditions,4
antropología,4
developed,4
how,4
araracuara,4
subsistence,4
guianas,4
northeastern,4
view,4
goeldi,4
zone,4
late,4
further,4
war,4
dias,4
used,4
andes,4
related,4
overview,4
island,4
steward,4
suggest,4
soil,4
geographical,4
will,4
f,4
various,4
relationship,4
oxford,4
reports,4
lack,4
many,4
time,4
see,4
venezuela,4
material,4
antropológica,4
years,4
understanding,4
discovery,4
limitations,4
previously,4
moundbuilders,4
largely,4
fundación,4
similar,4
language,4
plant,4
tribal,4
earlier,4
latter,4
often,4
pottery,4
european,4
who,4
analysis,4
itself,4
considered,4
practice,4
must,4
offers,4
brazilian,4
current,4
las,4
advances,4
proceedings,4
theory,4
practices,4
role,4
donald,4
conditions,4
materials,4
americas,4
arqueológica,4
boletín,4
manioc,4
little,4
wolves,3
difficult,3
urna,3
common,3
valle,3
pittsburgh,3
group,3
large,3
stone,3
evidencias,3
locale,3
em,3
source,3
upland,3
sources,3
might,3
all,3
tradition,3
survey,3
within,3
cuenca,3
system,3
british,3
anthropologists,3
agriculture,3
prior,3
methodologies,3
preceramic,3
except,3
far,3
resources,3
inventory,3
santa,3
compared,3
even,3
higher,3
via,3
napo,3
links,3
main,3
across,3
importance,3
anthropic,3
produced,3
tree,3
mora,3
intensive,3
section,3
just,3
upper,3
amazónica,3
readings,3
seriation,3
dc,3
grupos,3
anthropogenic,3
could,3
noting,3
prehispánica,3
ceramics,3
scale,3
su,3
example,3
whole,3
intermediate,3
