WORDCOUNTS,WEIGHT
the,500
of,488
and,300
a,238
to,217
in,201
that,143
is,140
we,122
be,113
or,91
for,81
if,71
not,70
are,68
from,66
have,65
may,63
on,58
it,57
research,57
more,56
ember,52
with,45
as,43
an,39
societies,39
r,39
can,39
worldwide,38
m,38
cultural,36
archaeological,36
could,34
studies,33
by,32
one,31
ethnographic,31
other,30
there,30
some,30
than,28
but,27
do,27
this,26
residence,26
relationship,26
sample,25
science,25
c,25
at,24
most,24
results,24
about,24
american,23
study,23
found,23
inference,23
will,23
complexity,23
behavior,22
cases,22
record,22
because,22
variation,22
so,21
they,20
test,20
archaeologists,20
all,20
comparative,20
only,20
new,20
would,20
which,19
were,19
likely,18
also,18
when,18
area,18
journal,17
their,17
between,17
society,16
foragers,16
time,16
using,16
you,16
even,15
hraf,15
scale,15
data,15
no,15
culture,15
region,15
variables,15
been,15
analysis,15
few,15
what,15
theory,15
among,15
recent,15
should,15
way,14
comparisons,14
those,14
such,14
g,14
how,14
w,14
presence,14
types,14
different,14
past,14
information,14
might,13
has,13
had,13
inferences,13
causal,13
infer,13
particular,13
j,12
matrilocal,12
these,12
social,12
many,12
number,12
our,12
true,11
relations,11
floor,11
was,11
p,11
traits,11
war,11
population,11
pp,11
us,11
use,11
art,11
d,11
scales,10
house,10
presumed,10
based,10
indicators,10
hypotheses,10
versus,10
suggest,10
tests,10
provide,10
predict,10
any,10
material,10
comparison,10
strong,10
north,10
generalize,9
warfare,9
human,9
york,9
l,9
university,9
database,9
least,9
archaeology,9
family,9
make,9
patrilocal,9
described,9
usually,9
know,9
correlates,9
variability,9
predictor,8
first,8
archaeologically,8
inferring,8
political,8
b,8
suggested,8
well,8
used,8
et,8
settlement,8
always,8
economic,8
same,8
two,8
anthropologist,8
systematic,8
degree,8
causes,8
after,8
evolutionary,8
probably,8
who,8
see,8
look,8
almost,8
researchers,8
conditions,8
effects,8
measured,8
now,7
e,7
kinds,7
useful,7
help,7
within,7
very,7
large,7
ct,7
statistical,7
typical,7
aspects,7
statistically,7
community,7
index,7
findings,7
significant,7
predictors,7
theories,7
high,7
random,7
often,7
variable,7
known,7
each,7
anthropology,7
cultures,7
type,7
crosscultural,7
guttman,7
little,7
much,7
societal,6
materials,6
america,6
discuss,6
point,6
development,6
given,6
items,6
subsistence,6
curvilinear,6
certain,6
just,6
resource,6
important,6
out,6
representative,6
your,6
basis,6
related,6
its,6
t,6
regions,6
change,6
indicator,6
small,6
therefore,6
contact,6
still,6
present,6
another,6
discussion,6
assume,6
features,6
sampling,6
want,6
suggests,6
measure,6
tell,6
years,6
although,6
association,6
does,5
mostly,5
expect,5
san,5
live,5
whiting,5
history,5
interested,5
primitive,5
possible,5
relationships,5
since,5
marital,5
site,5
rather,5
mean,5
consider,5
marriage,5
relational,5
dwelling,5
method,5
future,5
significantly,5
example,5
generalizing,5
tested,5
around,5
world,5
f,5
he,5
various,5
patrilocality,5
dwellings,5
religious,5
single,5
communities,5
chance,5
fact,5
pattern,5
patterns,5
likelihood,5
less,5
effect,5
permeability,5
here,5
set,5
did,5
particularly,5
sociology,5
size,5
bilocality,5
think,5
generate,5
difficult,4
generalization,4
correlation,4
ayres,4
foraging,4
measures,4
mobility,4
h,4
western,4
being,4
coding,4
hence,4
mind,4
case,4
anthropologists,4
say,4
formula,4
review,4
against,4
interest,4
houses,4
find,4
discovering,4
derived,4
strategy,4
result,4
bilocal,4
handbook,4
possibility,4
sites,4
work,4
status,4
own,4
errors,4
shapes,4
tropical,4
already,4
noted,4
stronger,4
others,4
across,4
serious,4
external,4
conclusions,4
outside,4
until,4
belief,4
band,4
ceremonies,4
low,4
discovered,4
three,4
general,4
polygyny,4
correlated,4
robbins,4
fairly,4
strongly,4
why,4
anthropological,4
then,4
associated,4
natural,4
over,4
rainfall,4
frequency,4
far,4
written,4
historical,4
better,4
person,4
vary,4
accounts,4
cause,4
ethnography,4
while,4
applicable,4
frequent,3
order,3
zero,3
groups,3
per,3
group,3
confidence,3
ways,3
into,3
freeman,3
something,3
permanence,3
secondary,3
analyses,3
generalizations,3
styles,3
last,3
regression,3
agriculture,3
draw,3
bibliography,3
move,3
investigator,3
labor,3
jr,3
century,3
kinship,3
misleading,3
estimate,3
drawn,3
archaeologist,3
his,3
obtained,3
proportion,3
earlier,3
similar,3
importance,3
assuming,3
pages,3
distant,3
white,3
evolution,3
support,3
reason,3
biased,3
descent,3
too,3
additional,3
unilineal,3
become,3
sedentary,3
relate,3
eat,3
academic,3
recoverable,3
got,3
place,3
people,3
predicts,3
correct,3
field,3
below,3
things,3
next,3
multiple,3
codes,3
impossible,3
division,3
generally,3
up,3
value,3
populations,3
garden,3
scarcity,3
guide,3
yet,3
ethnographers,3
initiation,3
independent,3
curvilinearity,3
toward,3
causality,3
lack,3
depopulation,3
never,3
relevant,3
books,3
gives,3
extended,3
explanation,3
range,3
environments,3
ethnology,3
like,3
period,3
plant,3
synchronie,3
latter,3
problems,3
internal,3
k,3
craft,3
ago,3
widely,3
lot,3
sometimes,3
ecological,3
trait,3
ordering,3
researcher,3
itself,3
must,3
paper,3
confident,3
best,3
regard,3
associations,3
living,3
bands,3
according,3
correlate,3
explanations,3
economy,3
problem,3
ill,3
through,3
introduced,3
subject,3
plans,3
levinson,3
elliptical,3
aspect,3
chicago,3
major,3
currently,2
page,2
estimated,2
extrapolating,2
correlations,2
environmental,2
introduction,2
unbiased,2
join,2
specialist,2
completely,2
sudden,2
easily,2
modern,2
necessarily,2
encourage,2
total,2
variety,2
source,2
file,2
either,2
sources,2
wrong,2
ethnologist,2
every,2
certainly,2
expressive,2
humans,2
divale,2
seems,2
nature,2
broadly,2
estimation,2
reasons,2
origin,2
able,2
link,2
substantive,2
hunting,2
i,2
state,2
replicated,2
greatly,2
checked,2
surveys,2
takes,2
u,2
drastic,2
anasazi,2
vol,2
fishing,2
driver,2
whatever,2
desired,2
x,2
compares,2
enter,2
measurement,2
controlled,2
microfiche,2
includes,2
dependence,2
inner,2
relatively,2
cf,2
depend,2
contrary,2
practitioner,2
vice,2
transactions,2
error,2
steps,2
opposed,2
excavate,2
without,2
predicted,2
elaborate,2
developed,2
process,2
opportunity,2
examined,2
turn,2
parts,2
gathering,2
arid,2
benefits,2
n,2
weak,2
show,2
matrilocality,2
efficient,2
avunculocal,2
antecedents,2
withinregion,2
diachronic,2
uses,2
search,2
called,2
strength,2
ethnohistorical,2
evaluate,2
avunculocality,2
explain,2
structure,2
shape,2
multilocal,2
part,2
literature,2
keeley,2
contains,2
relevance,2
realms,2
predictive,2
indexed,2
noncausal,2
good,2
computer,2
painting,2
involve,2
quite,2
several,2
highly,2
starting,2
annual,2
dependent,2
synchronically,2
notes,2
preliminary,2
periods,2
critical,2
absence,2
logically,2
expansion,2
limited,2
return,2
classic,2
brief,2
nearly,2
premises,2
outer,2
collect,2
peregrine,2
marginal,2
rain,2
sex,2
latitude,2
complete,2
cowives,2
locality,2
al,2
aperiodic,2
robust,2
regional,2
decoration,2
academy,2
available,2
towns,2
added,2
valid,2
conduct,2
areas,2
foods,2
call,2
larger,2
curvilinearly,2
substantially,2
minimize,2
simple,2
forms,2
perhaps,2
binford,2
falsify,2
murdock,2
including,2
looking,2
skeletal,2
empirical,2
food,2
largely,2
sequence,2
survey,2
continue,2
bivariate,2
chosen,2
advantages,2
theoretical,2
trade,2
significance,2
points,2
ratings,2
shortly,2
exchange,2
class,2
methods,2
score,2
ann,2
examine,2
percent,2
unrelated,2
brown,2
separate,2
favoring,2
processed,2
fewer,2
institutions,2
yale,2
understand,2
sequences,2
antiquity,2
casually,2
hope,2
stratified,2
forests,2
sections,2
gatherer,2
following,2
mentioned,2
predictions,2
extension,2
temporal,2
couples,2
sure,2
falsely,2
seem,2
argue,2
current,2
vase,2
replication,2
ethos,2
beginning,2
combined,2
them,2
selected,2
form,2
produce,2
hundreds,2
presume,2
both,2
socioeconomic,2
outline,2
altered,2
despite,2
press,2
became,2
unaffected,2
families,2
qualitative,2
allows,2
analogy,2
false,2
question,2
electronic,2
average,2
quest,2
parallels,2
course,2
typically,2
land,2
hunter,2
need,2
evidence,2
files,2
states,2
retrieval,2
speak,2
nomadism,2
enclosed,2
kayenta,2
exhaustive,2
counts,2
seek,2
close,2
hypothesis,2
done,1
child,1
common,1
rev,1
stylistic,1
meaning,1
created,1
judging,1
considerably,1
connecticut,1
trench,1
measurable,1
burton,1
complex,1
systematically,1
tend,1
extant,1
advised,1
referring,1
formed,1
english,1
neolocality,1
shortfall,1
athenian,1
favor,1
park,1
macrolevel,1
weaker,1
decade,1
prentice,1
fixed,1
predicting,1
replicate,1
preindustrial,1
cornell,1
before,1
nominally,1
po,1
englewood,1
oaths,1
revision,1
territorial,1
du,1
women,1
establish,1
negative,1
lower,1
said,1
incomplete,1
consistent,1
expanding,1
melvin,1
explaining,1
socioeconomically,1
titles,1
long,1
advisable,1
localities,1
nonliterate,1
originally,1
implications,1
taken,1
address,1
emerged,1
funerals,1
diseases,1
deal,1
s,1
knowing,1
stratigraphically,1
together,1
great,1
converse,1
compounds,1
confirming,1
accumulated,1
theoiy,1
sometime,1
hundred,1
concludes,1
room,1
religion,1
misled,1
products,1
subsequent,1
loose,1
patriiocal,1
determines,1
chiefdoms,1
peaceful,1
restudy,1
opposite,1
physical,1
somewhat,1
marries,1
signs,1
matrilineality,1
context,1
rethinking,1
depends,1
system,1
evaluation,1
empty,1
depending,1
governmental,1
caveatto,1
unlikelihood,1
key,1
continuum,1
translations,1
firm,1
right,1
trance,1
victims,1
interlibrary,1
design,1
account,1
placement,1
installment,1
implies,1
politics,1
winch,1
fl,1
beverly,1
establishing,1
feinman,1
nonsupportive,1
variations,1
consequent,1
classics,1
familial,1
resources,1
selecting,1
conception,1
cited,1
tied,1
prejudice,1
split,1
aggression,1
stress,1
expertise,1
conflict,1
monographie,1
goal,1
million,1
therein,1
southwestern,1
explained,1
estimating,1
component,1
surmises,1
computerized,1
due,1
bailey,1
approches,1
hierarchy,1
assumes,1
de,1
characteristic,1
occurs,1
exist,1
application,1
diachronicalfy,1
fischer,1
expected,1
priority,1
advances,1
thing,1
creamer,1
economical,1
mistakes,1
perspective,1
highest,1
peculiarity,1
justifiable,1
inclusion,1
brace,1
compared,1
chap,1
died,1
compel,1
kelly,1
narolts,1
grouped,1
indexing,1
nonmaterial,1
orderings,1
adult,1
understood,1
savage,1
sisters,1
walls,1
perfect,1
languages,1
assessed,1
interesting,1
whose,1
essential,1
german,1
reflects,1
statements,1
sets,1
links,1
purely,1
destroy,1
untrustworthy,1
remain,1
massey,1
possession,1
linearly,1
levels,1
incidence,1
active,1
quadrilateral,1
goes,1
survives,1
probable,1
supplement,1
eight,1
contributions,1
intercorrelations,1
arbor,1
awareness,1
practicing,1
nowfrom,1
moves,1
multivariate,1
generalized,1
soul,1
involvement,1
lives,1
changes,1
acquisition,1
animism,1
facilitated,1
stepwise,1
representativeness,1
encourages,1
familiar,1
intensive,1
emergence,1
presumably,1
linked,1
otterbein,1
accessibility,1
argued,1
hologeistic,1
origins,1
surface,1
beyond,1
polar,1
cultured,1
requires,1
suffice,1
archeological,1
plenum,1
permanent,1
athens,1
warmer,1
view,1
myths,1
paragraph,1
whereas,1
hours,1
skewed,1
prehistoric,1
came,1
complexitywith,1
bilateral,1
lead,1
priori,1
introduce,1
butand,1
describable,1
senri,1
allow,1
nonhistorically,1
nonrandom,1
discount,1
appearance,1
rule,1
untypical,1
kalahari,1
taboo,1
environemt,1
behavioral,1
lived,1
users,1
rooms,1
facilitate,1
depletion,1
schalk,1
ordinally,1
initial,1
philosophical,1
density,1
accurately,1
outset,1
neighboring,1
codification,1
though,1
mainly,1
nonindustrialized,1
circular,1
michigan,1
reviews,1
appears,1
viewed,1
residential,1
recently,1
cannot,1
priorities,1
applied,1
otherwise,1
contiguous,1
wealth,1
overpopulation,1
rectilinear,1
adolescent,1
near,1
expensive,1
improve,1
scroll,1
participation,1
network,1
interface,1
naroll,1
correctly,1
egalitarian,1
trances,1
predictability,1
industrial,1
comprises,1
unless,1
descendant,1
purpose,1
discusses,1
training,1
proportions,1
knowledge,1
secret,1
coded,1
aged,1
multiplied,1
thoughts,1
fence,1
where,1
whole,1
overview,1
seminomadic,1
q,1
millions,1
northwest,1
partly,1
climatic,1
warranted,1
incest,1
concentrate,1
music,1
forces,1
personal,1
away,1
herding,1
rise,1
outsides,1
fieldwork,1
doubtful,1
graph,1
coder,1
trends,1
sampled,1
foci,1
nonrepresentative,1
