WORDCOUNTS,WEIGHT
of,569
the,520
and,487
in,412
to,239
a,224
exchange,157
new,140
is,118
that,105
production,100
as,94
social,91
for,88
guinea,85
pig,83
are,82
we,80
p,77
this,69
pp,65
highland,61
by,56
be,50
pigs,49
from,49
agricultural,49
on,48
cases,44
with,44
more,41
or,39
not,39
among,38
university,37
an,35
have,35
it,34
systems,34
m,33
but,33
intensity,31
our,30
cambridge,30
other,27
their,27
will,27
may,26
change,26
ethnographic,26
comparative,25
gift,25
j,24
ritual,24
some,23
degree,23
table,23
finance,23
at,22
competitive,22
garden,22
between,22
these,21
where,21
domestication,20
societies,20
value,20
food,20
while,20
corporate,19
such,19
network,19
coded,19
although,19
exchanges,18
cultural,18
r,18
evolution,18
which,18
would,18
than,17
variables,17
there,16
important,16
could,16
home,16
also,16
strategies,16
intensification,16
through,16
found,15
research,15
only,15
can,15
increased,15
one,14
highlands,14
was,14
population,14
several,14
taylor,14
groups,13
sources,13
agriculture,13
point,13
g,13
most,13
events,13
transactions,13
papua,13
many,13
husbandry,13
patterns,13
values,13
were,13
reciprocal,13
c,13
tournaments,12
they,12
group,12
all,12
sample,12
chap,12
based,12
aspects,12
causal,12
two,12
variation,12
blanton,12
been,12
primarily,12
brookfield,12
theory,12
both,12
complex,11
into,11
points,11
york,11
study,11
factors,11
because,11
literature,11
about,11
areas,11
pressure,11
time,11
pattern,11
do,11
material,11
discussed,11
tee,11
d,11
wola,11
o,10
environmental,10
s,10
political,10
behavior,10
enga,10
levels,10
b,10
agronomic,10
practices,10
man,10
evolutionary,10
brown,10
increase,10
h,9
chimbu,9
those,9
within,9
has,9
human,9
cf,9
items,9
rather,9
subsistence,9
out,9
used,9
work,9
below,9
world,9
k,9
power,9
toward,9
understanding,9
mendi,9
described,9
trade,9
like,9
boars,9
tsembaga,9
here,9
goods,9
them,9
prestige,9
involving,9
per,8
he,8
archaeologists,8
context,8
case,8
possible,8
occur,8
academic,8
required,8
data,8
related,8
status,8
f,8
feil,8
including,8
archaeological,8
features,8
high,8
strongly,8
analysis,8
system,8
anthropological,8
any,8
anthropology,8
what,8
varieties,8
studies,7
ceremonial,7
might,7
inherent,7
i,7
partners,7
sweet,7
development,7
relations,7
no,7
how,7
process,7
well,7
its,7
involve,7
order,7
society,7
various,7
return,7
analytical,7
distributions,7
men,7
ethnology,7
individuals,7
suggest,7
perspectives,7
archaeology,7
variable,7
just,7
following,7
terms,7
given,7
ecology,7
using,7
kapauku,6
mankind,6
tairora,6
greater,6
cycles,6
total,6
neolithic,6
nature,6
baktaman,6
household,6
central,6
relationships,6
feral,6
influence,6
developed,6
cult,6
importance,6
animals,6
n,6
numbers,6
result,6
distribution,6
big,6
part,6
place,6
oceania,6
cycle,6
sows,6
bringing,6
make,6
competition,6
marginal,6
us,6
fact,6
considerable,6
less,6
local,6
range,6
melpa,6
distinction,6
ranging,6
who,6
renown,6
life,6
often,6
melanesia,6
nutritional,6
over,6
person,6
her,6
potential,6
little,6
technological,6
final,5
done,5
obligations,5
if,5
foraging,5
distributed,5
before,5
coding,5
issue,5
great,5
gardens,5
e,5
illustrate,5
difficulties,5
kind,5
recognized,5
his,5
l,5
productive,5
prehistory,5
locally,5
perspective,5
situations,5
age,5
orientation,5
additional,5
origins,5
always,5
behavioral,5
michigan,5
stages,5
directly,5
keeping,5
discussions,5
during,5
good,5
settlement,5
involved,5
boundaries,5
results,5
likely,5
economic,5
comments,5
obtain,5
same,5
others,5
forms,5
see,5
strathern,5
discussion,5
made,5
melanesian,5
factor,5
theories,5
northern,5
propose,5
provide,5
associated,5
must,5
control,5
each,5
paper,5
boundedness,5
according,5
form,5
plants,5
much,5
recent,5
major,5
way,4
implies,4
large,4
use,4
source,4
test,4
being,4
t,4
permit,4
attempt,4
comparatively,4
differences,4
prestational,4
subsequent,4
damage,4
gifts,4
dynamic,4
nd,4
conflict,4
thus,4
review,4
regarded,4
distinct,4
find,4
y,4
even,4
journal,4
higher,4
pacific,4
growth,4
moka,4
similar,4
direct,4
special,4
distant,4
consequences,4
support,4
dichotomy,4
intensive,4
organized,4
humphrey,4
providing,4
vayda,4
access,4
relating,4
effort,4
understood,4
cannot,4
scale,4
energy,4
having,4
feeding,4
breeding,4
broad,4
et,4
approach,4
level,4
stage,4
gururumba,4
presence,4
when,4
up,4
hayden,4
describes,4
variety,4
populations,4
elaboration,4
culture,4
routes,4
striving,4
larger,4
present,4
number,4
ine,4
fed,4
hypotheses,4
stress,4
individual,4
so,4
obtained,4
dugum,4
conclusions,4
elaborate,4
ann,4
probably,4
potato,4
clans,4
note,4
seen,4
yale,4
indicate,4
types,4
distributional,4
dispersed,4
mentioned,4
simply,4
partnerships,4
rappaport,4
set,4
particularly,4
animal,4
involvement,4
adaptation,4
variability,4
siane,4
relates,4
years,4
difference,4
intensified,4
herds,4
golson,4
land,4
socially,4
area,4
roughly,4
chicago,4
early,4
barter,4
now,3
village,3
needed,3
american,3
kinds,3
tend,3
stone,3
second,3
solidarity,3
western,3
noncastrated,3
inequality,3
ambitious,3
sem,3
long,3
regulating,3
ii,3
fund,3
hagen,3
terrain,3
leading,3
simple,3
potentially,3
eastern,3
anthropologists,3
draw,3
dichotomization,3
politics,3
west,3
processes,3
far,3
resources,3
along,3
valuables,3
factional,3
frequencies,3
historical,3
severe,3
consumed,3
illustrates,3
interest,3
personifications,3
maintaining,3
ct,3
amount,3
fig,3
suitable,3
spite,3
mechanism,3
mechanisms,3
bring,3
main,3
across,3
reference,3
mean,3
risk,3
means,3
partnership,3
old,3
consider,3
w,3
beyond,3
strategy,3
had,3
density,3
further,3
viewed,3
produced,3
persons,3
meet,3
analogous,3
wealth,3
method,3
possibility,3
influenced,3
distinguish,3
london,3
example,3
stimulating,3
knowledge,3
mount,3
stimulate,3
rituals,3
successful,3
raiapu,3
australian,3
gene,3
decline,3
villages,3
degradation,3
environmentally,3
provided,3
partially,3
bred,3
above,3
interactions,3
manifest,3
religious,3
fringe,3
sociocultural,3
water,3
participants,3
without,3
department,3
regional,3
sodai,3
addition,3
irakian,3
lengthy,3
trips,3
feasting,3
contemporary,3
relevant,3
predominance,3
intensify,3
argues,3
pospisil,3
another,3
behaviors,3
rowlands,3
limitations,3
findings,3
enduring,3
refers,3
resulting,3
theoretical,3
involves,3
authors,3
maintenance,3
impregnated,3
tribal,3
mountain,3
devise,3
kept,3
earlier,3
latter,3
random,3
problems,3
become,3
relation,3
effect,3
hope,3
carried,3
ecological,3
bound,3
cn,3
festival,3
transformation,3
achieve,3
fatten,3
pressures,3
investigate,3
forest,3
eventually,3
growing,3
complexity,3
different,3
expanding,3
did,3
clan,3
current,3
benefit,3
rural,3
type,3
phd,3
beginning,3
circles,3
cause,3
sloping,3
require,3
scenarios,3
size,3
researchers,3
kin,3
press,3
commodities,3
contribute,3
colonial,3
question,3
shown,3
finding,3
national,3
explanation,3
include,3
consumption,3
evidence,3
specific,3
supply,3
element,3
termed,3
desirable,2
difficult,2
struggle,2
limits,2
residing,2
implemented,2
sillitoe,2
later,2
extreme,2
episodes,2
arrive,2
measures,2
alone,2
mundane,2
expect,2
significant,2
essays,2
ways,2
easily,2
exchanging,2
considerations,2
prestation,2
cargo,2
explanatory,2
emphasize,2
history,2
territorial,2
ethnologist,2
coexist,2
handle,2
originally,2
give,2
taken,2
culturally,2
available,2
crops,2
advantage,2
thank,2
exotic,2
rich,2
producing,2
scheme,2
husbandly,2
hunting,2
take,2
differential,2
state,2
replicated,2
primitive,2
elucidating,2
british,2
takes,2
disintensification,2
owing,2
capacity,2
proxies,2
cooperation,2
richard,2
measuring,2
taking,2
combination,2
desired,2
adoption,2
enter,2
engage,2
surplus,2
regarding,2
includes,2
throughout,2
dynamics,2
against,2
relatively,2
ability,2
uuinea,2
participating,2
jr,2
interprets,2
priority,2
evaluate,2
body,2
difficulty,2
alliances,2
factions,2
flg,2
jones,2
phases,2
opposed,2
veiy,2
costs,2
managing,2
modjeska,2
pulsating,2
probability,2
addressing,2
references,2
understand,2
changes,2
supports,2
organization,2
spreading,2
elsewhere,2
receiving,2
weak,2
fore,2
show,2
terminology,2
puts,2
biotechnological,2
suggested,2
view,2
imbedded,2
regulatory,2
contention,2
expressed,2
prehistoric,2
acceptable,2
lead,2
queensland,2
allow,2
reactionary,2
neighboring,2
prompt,2
mate,2
explain,2
wide,2
sacrifice,2
creates,2
near,2
participation,2
future,2
degrees,2
line,2
closed,2
papuan,2
ot,2
whole,2
describe,2
issues,2
twem,2
people,2
relevance,2
irakia,2
formations,2
il,2
manage,2
own,2
connections,2
trends,2
regions,2
precipitation,2
least,2
optimal,2
interregional,2
working,2
distances,2
carol,2
protein,2
assemble,2
fallow,2
phrase,2
event,2
family,2
sufficient,2
few,2
differing,2
engages,2
annual,2
appropriate,2
lederman,2
geographical,2
dietary,2
seemed,2
alternating,2
processual,2
ana,2
situation,2
demand,2
identified,2
service,2
located,2
subject,2
limited,2
brings,2
prevailing,2
poor,2
allen,2
crittenden,2
indicates,2
initially,2
movement,2
settings,2
direction,2
once,2
yet,2
makes,2
etoro,2
under,2
boundary,2
salient,2
included,2
light,2
watson,2
largest,2
exacerbating,2
noted,2
increasingly,2
bar,2
arranging,2
declining,2
useful,2
comparison,2
mentions,2
rubel,2
corporately,2
causality,2
lack,2
limit,2
materialist,2
creative,2
crop,2
doubt,2
external,2
dichotomized,2
took,2
likelihood,2
manner,2
purposes,2
scatterplot,2
intragroup,2
ignoring,2
ink,2
fc,2
examples,2
background,2
region,2
enhanced,2
concern,2
morality,2
proposed,2
questions,2
washington,2
ties,2
open,2
quotation,2
staple,2
times,2
characterized,2
geographically,2
general,2
plant,2
maximize,2
filled,2
gardening,2
internal,2
outcomes,2
viewpoint,2
seattle,2
ethnographically,2
versus,2
adaptive,2
relationship,2
particular,2
science,2
figure,2
crucial,2
sequences,2
why,2
kill,2
dugumdani,2
permeability,2
itself,2
considered,2
detail,2
suggestions,2
rarely,2
thinking,2
practice,2
comes,2
peoples,2
conceptualization,2
contradiction,2
theme,2
known,2
bronze,2
sums,2
alternative,2
outcome,2
dimension,2
natural,2
believe,2
capital,2
argue,2
inquiry,2
feed,2
contradictory,2
obviously,2
very,2
hundred,2
cultivation,2
past,2
placing,2
better,2
economy,2
poses,2
reactions,2
selected,2
making,2
varying,2
males,2
maintain,2
seasonal,2
contrasting,2
problem,2
mok,2
produce,2
presented,2
conclude,2
introduced,2
role,2
techniques,2
step,2
summarizes,2
aims,2
goals,2
think,2
categorization,2
until,2
considering,2
hart,2
grown,2
product,2
enclosures,2
rosenberg,2
summary,2
intergroup,2
sharing,2
potatoes,2
create,2
substantial,2
valley,2
interaction,2
develop,2
hl,1
exhibiting,1
entities,1
does,1
entangles,1
tue,1
formulated,1
rate,1
inboth,1
guienea,1
edge,1
common,1
conflicting,1
feedbacks,1
impregnate,1
correlation,1
commentary,1
rapua,1
pittsburgh,1
faced,1
differentials,1
market,1
berkeley,1
reconsidered,1
extend,1
feü,1
worthy,1
combine,1
introduction,1
utility,1
sphere,1
germany,1
conversion,1
told,1
thrust,1
mendl,1
identify,1
word,1
catastrophe,1
asserted,1
currency,1
tors,1
true,1
completely,1
buropcan,1
contend,1
modern,1
millenia,1
waddell,1
realities,1
labor,1
consequential,1
potentials,1
unlike,1
exciting,1
ngsjor,1
exacerbate,1
uses,1
postulates,1
contested,1
buffer,1
englewood,1
podolefsky,1
materials,1
contexts,1
women,1
leads,1
mitigated,1
experience,1
diffusion,1
boarskept,1
lower,1
accumulation,1
said,1
first,1
melvin,1
transitions,1
explaining,1
beneficial,1
valuelederman,1
australia,1
failing,1
insightfully,1
revisited,1
preceding,1
creation,1
localities,1
progressed,1
distinguishing,1
implications,1
attempts,1
ceremonially,1
military,1
exexchange,1
address,1
