WORDCOUNTS,WEIGHT
the,112
of,101
and,79
in,45
by,42
a,28
university,23
to,17
archaeological,13
archaeology,13
is,12
franchthi,12
from,11
for,11
this,11
an,11
paper,10
boston,10
w,9
published,9
press,9
on,9
at,8
book,8
volume,7
j,7
prehistoric,7
as,7
new,7
john,7
r,7
fascicle,7
field,7
research,7
e,6
b,6
cave,6
edited,6
with,6
was,6
or,6
series,6
t,6
are,6
william,6
maya,6
richard,6
c,6
one,5
study,5
prehistory,5
these,5
s,5
available,5
editor,5
g,5
david,5
massachusetts,5
journal,5
hardcover,4
l,4
southern,4
american,4
analysis,4
first,4
more,4
ancient,4
i,4
michael,4
subscription,4
editorial,4
review,4
office,4
known,4
arkansas,4
peter,4
settlement,4
james,4
early,4
major,4
industries,3
complex,3
his,3
been,3
it,3
seminar,3
their,3
yet,3
h,3
mounds,3
advanced,3
susan,3
les,3
hohokam,3
origins,3
paul,3
address,3
many,3
best,3
found,3
p,3
school,3
edward,3
pitt,3
reviews,3
hall,3
ford,3
cloth,3
chaco,3
who,3
west,3
most,3
elizabeth,3
during,3
have,3
rivers,3
bradley,3
winter,3
years,3
cambridge,3
catherine,3
change,3
d,3
general,3
classification,3
editors,3
texas,3
norman,3
than,3
brown,3
european,2
f,2
site,2
now,2
he,2
lithiques,2
civilization,2
practical,2
college,2
sar,2
detailed,2
over,2
village,2
among,2
contributions,2
methods,2
solecki,2
mammal,2
white,2
contributing,2
examine,2
studies,2
ram,2
independently,2
excavation,2
included,2
deposited,2
commonwealth,2
complete,2
mary,2
k,2
al,2
du,2
farrand,2
ever,2
only,2
archaeologists,2
that,2
sciences,2
here,2
neolithic,2
ii,2
m,2
evidence,2
important,2
mark,2
postage,2
irrigation,2
twenty,2
historical,2
great,2
marvin,2
report,2
hoards,2
very,2
survey,2
jeter,2
past,2
passage,2
other,2
date,2
robert,2
burial,2
papers,2
ernest,2
well,2
fossils,2
manuscripts,2
eastern,2
books,2
style,2
public,2
paralia,2
number,2
wesolowsky,2
women,2
information,2
account,2
some,2
literature,2
work,2
subscriptions,2
douglas,2
indiana,2
both,2
bibliography,2
little,2
moseley,2
deposits,2
part,2
through,2
timothy,2
previously,2
classifications,2
arkansaw,2
african,2
its,2
data,2
has,2
records,2
people,2
roman,2
call,2
which,2
andrews,2
comprehensive,2
de,2
social,2
quantifying,2
excavations,2
period,2
tom,2
bookstores,2
martin,2
thomas,2
remains,2
small,2
pages,2
systems,2
votive,2
bone,2
chicago,2
ofer,2
be,2
adams,2
st,2
greece,2
about,2
quarterly,2
jones,2
built,2
jeffrey,2
argolid,1
may,1
south,1
van,1
will,1
bring,1
sytze,1
bottema,1
seasons,1
fredrick,1
symbolism,1
costa,1
bellwood,1
mesolithic,1
related,1
westbury,1
relationship,1
colin,1
o,1
two,1
whose,1
request,1
publishing,1
africa,1
variety,1
derevianko,1
materials,1
various,1
argos,1
volcanism,1
perspectives,1
george,1
provide,1
card,1
if,1
medieval,1
aim,1
elaborate,1
aspinall,1
crucial,1
linda,1
ways,1
italy,1
cavations,1
short,1
wrote,1
naturally,1
rights,1
scholar,1
located,1
ibz,1
result,1
program,1
tracey,1
limited,1
basic,1
trustees,1
tartaron,1
influential,1
market,1
institution,1
christy,1
inka,1
cullen,1
order,1
hansen,1
intriguing,1
institutions,1
announced,1
oscar,1
dale,1
hammond,1
approaches,1
warship,1
massive,1
community,1
collections,1
analyzes,1
introduction,1
manuscript,1
drawer,1
accumulations,1
philosopher,1
ofarchaeology,1
athlit,1
payson,1
discover,1
hester,1
janusz,1
ongoing,1
inhabited,1
life,1
why,1
es,1
kinds,1
archaeoloy,1
single,1
illustrations,1
construction,1
identify,1
designed,1
burials,1
stone,1
united,1
archaeometric,1
antiquities,1
not,1
perles,1
derek,1
uniquely,1
education,1
pena,1
managing,1
interpretation,1
museum,1
raymond,1
making,1
cuzco,1
all,1
describe,1
mordechai,1
baugh,1
typeset,1
drawings,1
jonathan,1
articles,1
pp,1
taillees,1
applied,1
historians,1
dean,1
affect,1
earliest,1
greeks,1
ideals,1
northern,1
stephen,1
organization,1
index,1
pleistocene,1
ian,1
offshore,1
history,1
environment,1
palmer,1
rf,1
hominid,1
orders,1
greenberg,1
director,1
quoted,1
eitan,1
marija,1
olsen,1
dena,1
fsa,1
dialectical,1
bruce,1
sorting,1
pedley,1
shore,1
but,1
frequently,1
jamaica,1
biography,1
must,1
arenal,1
constitute,1
arms,1
reports,1
unusually,1
extensive,1
toronto,1
principal,1
accumulation,1
being,1
had,1
sequence,1
additional,1
regional,1
kislev,1
explaining,1
considers,1
present,1
uilm,1
bronze,1
roderick,1
please,1
geomorphology,1
street,1
long,1
lead,1
actually,1
submarine,1
niles,1
creighton,1
museums,1
archeological,1
regeneration,1
distinguishing,1
established,1
stoltman,1
clement,1
sections,1
set,1
scientific,1
founding,1
wet,1
photos,1
attempts,1
forty,1
tome,1
military,1
santa,1
provenience,1
pendergast,1
seem,1
attractive,1
academy,1
natural,1
jelinek,1
lyear,1
lucy,1
anthropological,1
artistic,1
projects,1
presents,1
character,1
liberty,1
almshouse,1
tolstoy,1
frederick,1
geoffrey,1
exploration,1
turner,1
board,1
copy,1
mcgill,1
ohm,1
avenue,1
conduct,1
scholars,1
prhsoi,1
aegean,1
agrarian,1
albans,1
minnesota,1
examination,1
method,1
any,1
printed,1
direct,1
documented,1
puritan,1
imagery,1
critically,1
lindsay,1
current,1
bowden,1
judge,1
doolittle,1
synthesis,1
rich,1
effort,1
behavioral,1
patrick,1
rule,1
assemblages,1
classical,1
vernon,1
hassan,1
ar,1
tells,1
brian,1
launched,1
end,1
rica,1
dekr,1
arthur,1
contemporary,1
provides,1
regionsall,1
bones,1
iron,1
examining,1
ofdrax,1
man,1
gimbutas,1
elia,1
initial,1
fields,1
discussed,1
experts,1
fellow,1
gypsum,1
julie,1
kozlowski,1
late,1
colinvaux,1
conclusions,1
outside,1
box,1
illus,1
warships,1
marine,1
henry,1
sprague,1
those,1
reserved,1
occupation,1
dincauze,1
investigations,1
scholarly,1
career,1
reading,1
nineteenth,1
innovative,1
what,1
theodore,1
il,1
focus,1
landscape,1
steffy,1
leonard,1
tell,1
accepted,1
tools,1
anta,1
whether,1
griffiths,1
rose,1
ad,1
symbols,1
system,1
theoretical,1
foreword,1
case,1
together,1
judith,1
lane,1
side,1
wealth,1
taill,1
forum,1
governmental,1
map,1
civilizations,1
perhaps,1
gebhard,1
metropolitan,1
roy,1
