WORDCOUNTS,WEIGHT
the,682
of,464
and,303
in,298
to,188
a,175
iron,99
from,97
is,83
at,69
bc,67
that,63
with,58
on,58
was,56
for,55
are,50
african,45
be,45
early,44
de,43
an,43
by,43
were,41
ad,41
as,41
metal,39
furnace,39
have,38
smelting,36
copper,36
it,35
j,35
production,33
or,33
la,32
west,31
metallurgy,31
this,31
world,30
not,30
m,28
et,27
du,26
research,26
archaeological,25
africa,25
springer,25
prehist,24
dated,23
p,23
social,23
new,22
radiocarbon,22
has,22
c,22
they,21
may,21
university,21
these,21
evidence,21
central,20
dates,20
artifacts,20
been,20
one,19
site,19
les,18
slag,18
can,18
technological,18
e,17
but,17
their,17
cal,17
furnaces,17
first,16
other,16
all,16
al,16
two,16
more,16
press,16
fer,15
ore,14
found,14
used,14
technology,14
metallurgie,14
d,14
into,13
metallurgies,13
some,13
very,13
en,13
most,13
des,13
h,12
millennium,12
than,12
r,12
part,12
innovation,12
region,12
dating,12
niger,12
different,12
tuyeres,12
afrique,12
killick,11
editions,11
sites,11
eastern,11
material,11
features,11
deposit,11
between,11
north,11
bocoum,10
if,10
date,10
bottom,10
fig,10
b,10
age,10
charcoal,10
le,10
series,10
au,10
later,9
conducted,9
likely,9
bp,9
burkina,9
within,9
case,9
along,9
development,9
relatively,9
traditions,9
process,9
technical,9
well,9
trial,9
its,9
level,9
below,9
mclntosh,9
metallurgical,9
time,9
diameter,9
took,9
range,9
area,9
dans,9
any,9
much,9
large,8
nigeria,8
holl,8
there,8
east,8
point,8
journal,8
no,8
n,8
senegal,8
data,8
older,8
documented,8
archaeology,8
second,8
still,8
aux,8
which,8
spread,8
cm,8
middle,8
origines,8
position,7
long,7
s,7
i,7
such,7
sample,7
clay,7
tuyere,7
origins,7
surface,7
had,7
societies,7
out,7
record,7
during,7
small,7
f,7
zangato,7
samples,7
use,7
earliest,7
set,7
according,7
what,7
techniques,7
eghazzer,7
sur,7
remains,7
measures,6
metallurgistes,6
system,6
recorded,6
group,6
distinct,6
cameroon,6
recherches,6
emergence,6
termit,6
basin,6
late,6
cultural,6
tools,6
place,6
artifact,6
change,6
around,6
society,6
above,6
southern,6
also,6
diverse,6
less,6
made,6
three,6
period,6
collected,6
craft,6
northern,6
natural,6
paper,6
did,6
past,6
valley,6
northwestern,6
recent,6
der,5
introduction,5
complex,5
history,5
being,5
invention,5
analyses,5
context,5
bloom,5
equatorial,5
g,5
excavations,5
century,5
items,5
arranged,5
error,5
without,5
eight,5
shape,5
forge,5
personal,5
faso,5
centrafrique,5
published,5
working,5
results,5
south,5
ancient,5
many,5
herbert,5
fragments,5
do,5
where,5
national,5
mandara,5
obtained,5
after,5
premieres,5
known,5
objects,5
over,5
nsukka,5
better,5
researchers,5
pits,5
unesco,5
manufacture,5
debate,5
built,5
sira,4
altamira,4
adoption,4
western,4
variants,4
ouest,4
t,4
includes,4
scientific,4
advanced,4
mouhoun,4
producing,4
okafor,4
prior,4
logical,4
diversity,4
exposed,4
thus,4
mauny,4
collapse,4
adornment,4
kind,4
like,4
van,4
interesting,4
l,4
appears,4
direct,4
support,4
producers,4
communities,4
important,4
view,4
appear,4
raw,4
result,4
initial,4
base,4
installation,4
further,4
pro,4
cannot,4
oboui,4
occidentale,4
rainforest,4
knowledge,4
related,4
excavated,4
generally,4
up,4
using,4
provided,4
activities,4
demand,4
located,4
thermoluminescence,4
processing,4
culture,4
same,4
communautes,4
end,4
present,4
model,4
existing,4
number,4
manufactured,4
unpredictable,4
actual,4
echard,4
tst,4
high,4
filled,4
accurate,4
gabon,4
probably,4
operating,4
ranging,4
dekpassanware,4
ateliers,4
tomo,4
crucial,4
analysis,4
when,4
considered,4
each,4
lemonnier,4
half,4
nouvelles,4
far,4
historical,4
distribution,4
suggests,4
despite,4
republic,4
advent,4
nile,4
temperature,4
consumption,4
specific,4
grebenart,4
draft,4
hypothesis,4
africanistes,3
does,3
barros,3
common,3
meaning,3
opi,3
resulted,3
tchia,3
systematically,3
completely,3
excavation,3
bend,3
coulibaly,3
generated,3
seems,3
nature,3
uncovered,3
kingdom,3
sahara,3
devised,3
state,3
british,3
issue,3
con,3
sophisticated,3
gbabiri,3
activity,3
geared,3
implements,3
phase,3
mouth,3
run,3
relations,3
ha,3
response,3
six,3
storage,3
even,3
surprisingly,3
adequate,3
etudes,3
main,3
developed,3
livermore,3
consequences,3
scattered,3
akjoujt,3
moghrein,3
organization,3
specialization,3
w,3
four,3
readings,3
doulo,3
societe,3
access,3
olinga,3
radical,3
fuel,3
embedded,3
near,3
meroe,3
whole,3
project,3
status,3
africanist,3
dufer,3
sense,3
field,3
igzawa,3
tested,3
next,3
metallographic,3
settlement,3
mitchell,3
characteristics,3
workshops,3
few,3
components,3
depression,3
gabonese,3
otoumbi,3
chaine,3
chronological,3
schmidt,3
seventh,3
make,3
yet,3
museum,3
read,3
under,3
cylindrical,3
light,3
only,3
technique,3
fact,3
latour,3
areas,3
civilisations,3
serious,3
patterns,3
hand,3
smelters,3
accepted,3
eighth,3
routledge,3
metallographiques,3
technologies,3
ignored,3
indiana,3
discovery,3
gara,3
findings,3
contemporary,3
processes,3
lejja,3
clear,3
carthaginian,3
objection,3
general,3
systems,3
encompassing,3
lemdena,3
processed,3
provide,3
maret,3
science,3
sometimes,3
pieces,3
lawrence,3
merwe,3
table,3
forest,3
metallurgists,3
offers,3
here,3
sustained,3
weaponry,3
anthropology,3
fired,3
clearly,3
agricultural,3
periphery,3
emphasis,3
both,3
preserved,3
through,3
sea,3
measure,3
cambridge,3
burnt,3
offer,3
association,3
carbon,3
cook,3
reached,3
among,3
inward,2
oriented,2
calibrated,2
groups,2
functional,2
mountains,2
tora,2
center,2
comprised,2
tend,2
reassessment,2
stone,2
formed,2
sets,2
continent,2
done,2
former,2
virtually,2
tchire,2
before,2
contexts,2
diffusion,2
archaeologists,2
labor,2
neolithic,2
ii,2
togo,2
kilometers,2
emerged,2
forges,2
tilted,2
shaped,2
tradition,2
broken,2
suggesting,2
reasons,2
timing,2
patterned,2
threshold,2
side,2
existence,2
pyrotechnological,2
histoire,2
bases,2
generates,2
holocene,2
stelae,2
flank,2
measuring,2
kote,2
discovered,2
combination,2
say,2
quantity,2
phoenicians,2
totally,2
memoire,2
eroded,2
lambert,2
walnut,2
throughout,2
review,2
leur,2
surrounded,2
sediment,2
sociale,2
capped,2
dis,2
elements,2
perspective,2
amount,2
output,2
allowing,2
third,2
would,2
memoir,2
dry,2
critique,2
generation,2
height,2
grasp,2
lyon,2
circular,2
his,2
variance,2
db,2
wall,2
dimmi,2
earlier,2
certain,2
parts,2
contributions,2
discoveries,2
solutions,2
old,2
tchi,2
organized,2
linked,2
elsewhere,2
alluded,2
articulated,2
too,2
recovered,2
efficient,2
problems,2
exploitation,2
solve,2
export,2
suggested,2
assessments,2
ranges,2
bo,2
standards,2
problem,2
prehistoric,2
encyclopedic,2
could,2
kingship,2
called,2
bricks,2
nigeriennes,2
term,2
meter,2
occupation,2
michigan,2
dynasty,2
recently,2
produced,2
intensity,2
installations,2
scale,2
massif,2
explain,2
required,2
wide,2
influenced,2
aspects,2
directly,2
having,2
kg,2
crushed,2
work,2
significantly,2
brought,2
revealed,2
surprise,2
genuine,2
kiva,2
northwest,2
broad,2
contains,2
people,2
combustion,2
kerebe,2
terrnit,2
fieldwork,2
own,2
my,2
challenging,2
bir,2
least,2
societes,2
hard,2
unexpected,2
suggest,2
stage,2
straight,2
habitation,2
wider,2
transfer,2
phoenician,2
protect,2
shinnie,2
core,2
always,2
based,2
chalky,2
finds,2
pot,2
walalde,2
arrangement,2
matter,2
archaeo,2
materials,2
economic,2
incorrect,2
ans,2
overall,2
whatever,2
triggering,2
reception,2
positive,2
single,2
needles,2
about,2
once,2
donnees,2
ghwa,2
fair,2
fluxing,2
chronology,2
thesis,2
une,2
perspectives,2
congruent,2
choices,2
lined,2
boost,2
regional,2
worldviews,2
lack,2
members,2
quechon,2
cameroun,2
estimated,2
toward,2
pan,2
towns,2
flat,2
shows,2
factual,2
valid,2
allow,2
blocks,2
karthala,2
simple,2
men,2
ages,2
outside,2
centre,2
metaux,2
essentially,2
anciens,2
strategies,2
beta,2
years,2
another,2
local,2
understanding,2
investigated,2
sides,2
enhanced,2
ruling,2
elite,2
top,2
empirical,2
food,2
hypotheses,2
largely,2
deme,2
sequence,2
services,2
individuals,2
laboratory,2
deforestation,2
rejected,2
trade,2
low,2
metalworkers,2
points,2
played,2
distinction,2
paths,2
last,2
provides,2
approximately,2
respective,2
debuts,2
enough,2
k,2
mining,2
parallel,2
evolutionary,2
conduits,2
ann,2
shallow,2
structure,2
mali,2
mensuelle,2
workshop,2
we,2
relative,2
widely,2
division,2
adamawa,2
carried,2
consists,2
seasons,2
reliable,2
today,2
saliege,2
belonged,2
transformations,2
sealed,2
independent,2
five,2
maceachern,2
referred,2
who,2
strongly,2
sequences,2
remaining,2
intensive,2
length,2
antiquity,2
settled,2
often,2
surprising,2
centuries,2
problematic,2
thick,2
share,2
contained,2
stratigraphic,2
quenching,2
then,2
practice,2
bisson,2
complexity,2
mentioned,2
peoples,2
simply,2
extension,2
discrepancy,2
bronze,2
physical,2
text,2
control,2
country,2
best,2
unknown,2
report,2
inquiry,2
sudan,2
speculation,2
beginning,2
investigation,2
transmitted,2
selected,2
making,2
references,2
theory,2
sunk,2
northeastern,2
ethnography,2
consisting,2
utilitarian,2
institute,2
produce,2
operatoire,2
information,2
vessels,2
presented,2
must,2
pre,2
variability,2
intended,2
colonial,2
mention,2
isolated,2
think,2
despised,2
cuivre,2
question,2
shown,2
sediments,2
rnillennium,2
grotte,2
generate,2
laterite,2
sud,2
frame,2
chad,2
include,2
shift,2
classification,2
removed,2
assumed,2
rest,2
recherche,2
pyrotechnology,2
supply,2
vary,2
temperatures,2
nok,2
isgs,2
duction,2
trigger,2
strong,2
sedimentary,2
apport,2
termed,2
major,2
sufficiently,1
final,1
carved,1
difficult,1
intimately,1
bernard,1
margins,1
battlefield,1
mauritanien,1
currently,1
berbers,1
produces,1
o,1
page,1
since,1
implemented,1
conflicting,1
multiple,1
medieval,1
substances,1
productions,1
dug,1
expand,1
nest,1
immune,1
ready,1
affected,1
extreme,1
environmental,1
episodes,1
college,1
vues,1
intriguing,1
northeast,1
red,1
semi,1
curved,1
nouvelle,1
starts,1
notably,1
vage,1
linguistic,1
germany,1
trash,1
chronometriques,1
needed,1
myth,1
niamey,1
properly,1
enhance,1
streamlined,1
spears,1
oratory,1
referring,1
gouletquer,1
live,1
gguinbe,1
easily,1
intermittent,1
fault,1
septen,1
nord,1
aiwa,1
samum,1
devices,1
sited,1
teguef,1
connah,1
organic,1
v,1
toungour,1
laid,1
occurred,1
invent,1
modifi,1
autour,1
maybe,1
pipes,1
sys,1
nyame,1
descriptions,1
nonetheless,1
princeton,1
ferrite,1
societal,1
edge,1
themes,1
intentions,1
negative,1
test,1
fluctuations,1
objecting,1
said,1
fabric,1
envi,1
islamization,1
inc,1
sources,1
familiarity,1
cope,1
every,1
torical,1
certainly,1
connection,1
nonexistent,1
exclusive,1
harpoons,1
chaos,1
taken,1
motivations,1
vouest,1
season,1
sub,1
straightforwardly,1
vhistoire,1
nancy,1
definition,1
confirmed,1
possibilities,1
scientifique,1
adc,1
dukiya,1
stratigraphically,1
skills,1
secondary,1
down,1
belong,1
advantage,1
rennes,1
industrie,1
great,1
accumulated,1
bazzana,1
obobogo,1
able,1
link,1
launched,1
locality,1
products,1
gestion,1
depres,1
traditionelles,1
deemed,1
lasting,1
tamari,1
damage,1
persistence,1
improved,1
loose,1
mind,1
afrika,1
blackwell,1
precisely,1
congo,1
those,1
reserved,1
principal,1
debut,1
political,1
investigations,1
dendritic,1
reading,1
lennox,1
counterevidence,1
climate,1
socie,1
similarities,1
weighing,1
takes,1
depending,1
classifying,1
dr,1
protagonists,1
blacksmiths,1
component,1
continuum,1
mine,1
shafts,1
mass,1
saying,1
right,1
presses,1
gbavian,1
boosting,1
radiocar,1
demands,1
outlying,1
mouila,1
cooperation,1
goethe,1
guelb,1
investigator,1
arenas,1
mastery,1
occurring,1
taking,1
taoiga,1
variations,1
except,1
pairs,1
indicating,1
selecting,1
fur,1
desirable,1
identifi,1
mobap,1
safely,1
congruence,1
facets,1
framework,1
funded,1
ranked,1
expertise,1
mc,1
oliga,1
typological,1
cemeteries,1
blacksmith,1
angles,1
technologie,1
haut,1
explained,1
modify,1
spectrum,1
facts,1
apprenticeship,1
dynamics,1
inner,1
adequation,1
pockets,1
quality,1
lining,1
interior,1
attesting,1
tables,1
silty,1
september,1
laboratoire,1
wind,1
unpublished,1
sahelian,1
confer,1
mastered,1
interest,1
regarded,1
trench,1
adopted,1
rains,1
savoir,1
attested,1
facet,1
application,1
works,1
gall,1
ference,1
assessment,1
rooted,1
extensively,1
arena,1
funds,1
wiley,1
pollard,1
cases,1
inserted,1
drenching,1
developments,1
tends,1
rejecting,1
smelted,1
convincing,1
structural,1
extraordinary,1
attests,1
egypt,1
operate,1
engineering,1
witnessed,1
publications,1
optimizes,1
geological,1
drawn,1
extent,1
chalcolithique,1
essays,1
designed,1
soba,1
practically,1
handinvolve,1
raftfi,1
stratum,1
vansina,1
hardly,1
handful,1
influence,1
adjust,1
neutral,1
walls,1
jwp,1
aim,1
vintage,1
assessed,1
steps,1
operation,1
poor,1
underlay,1
online,1
bena,1
invaded,1
town,1
added,1
cally,1
genuinely,1
soninke,1
operations,1
ghwe,1
mauretania,1
rather,1
statements,1
growth,1
performance,1
aimed,1
absent,1
cleaned,1
fusion,1
how,1
smoking,1
vided,1
landscape,1
explicit,1
levels,1
reference,1
coastal,1
mean,1
republique,1
represented,1
template,1
granted,1
turn,1
nullerinium,1
balanced,1
dooimi,1
special,1
archaeometry,1
tree,1
illustrations,1
oversimplified,1
collecting,1
list,1
productive,1
space,1
okpoko,1
precious,1
makokou,1
reason,1
understand,1
category,1
changes,1
brothwell,1
redeposited,1
operates,1
chronologiques,1
speculative,1
metropolis,1
prehistory,1
improvement,1
autourde,1
river,1
tinental,1
exponential,1
irreversible,1
stumps,1
presumably,1
artificial,1
contaminated,1
section,1
receiving,1
djohong,1
recycling,1
restricted,1
shore,1
argued,1
mouhoum,1
orientation,1
leicester,1
allurgy,1
horizontally,1
exploited,1
megalithes,1
beyond,1
suites,1
shed,1
machetes,1
comprising,1
rice,1
intentional,1
capping,1
wattle,1
puts,1
signification,1
permanent,1
shifted,1
founding,1
syntheses,1
provisional,1
opinion,1
strategy,1
providing,1
takrur,1
decades,1
trajectories,1
samtm,1
bourhis,1
koualessis,1
uses,1
lieu,1
pastoral,1
chronologie,1
meridional,1
affordable,1
transmission,1
conflates,1
downstream,1
appearance,1
medicine,1
siderurgie,1
method,1
exaggeration,1
houses,1
mandate,1
strength,1
seven,1
users,1
changed,1
deal,1
format,1
international,1
rebuttal,1
infrequent,1
events,1
dispute,1
pioneer,1
configuration,1
emerge,1
simultaneity,1
conjectural,1
burst,1
featured,1
im,1
guilds,1
clist,1
handbook,1
left,1
fourth,1
neighboring,1
pointing,1
understood,1
shifting,1
focused,1
buried,1
war,1
stock,1
africanists,1
keywords,1
burial,1
annales,1
viewed,1
residential,1
applied,1
excellent,1
erratic,1
alf,1
thin,1
monograph,1
amenable,1
termite,1
metals,1
your,1
confirmation,1
instrumental,1
facilities,1
rectilinear,1
source,1
taruga,1
acknowledgments,1
package,1
possibility,1
expensive,1
char,1
errance,1
seeking,1
network,1
mobilization,1
lope,1
line,1
mapped,1
inferred,1
received,1
depth,1
blue,1
archaeometallurgists,1
generative,1
framed,1
irregularly,1
future,1
slightly,1
childs,1
accounting,1
essomba,1
dougga,1
competing,1
training,1
calls,1
reduction,1
confined,1
commonalities,1
indigenous,1
confirms,1
positions,1
feared,1
criticized,1
bowl,1
ekne,1
uc,1
fit,1
discussions,1
intermediate,1
